video_id,title,date,transcript
EJX2deTQR1Y,Medicinal cannabis research into fighting long COVID | Coronavirus | 9 News Australia,2022-01-21T09:15:16Z,
GDsatMzK2L8,Will Cannabis Be Legalised In Australia? | Studio 10,2022-09-26T02:49:54Z,
ieBaRw9jAkw,Medicinal cannabis users to be granted drug driving exemption in Queensland? | 9 News Australia,2022-08-29T09:40:57Z,
MvbN_vJ3EwA,Review of medicinal cannabis in Australia,2022-05-31T15:50:18Z,today we're gonna be taking a much closer look at medicinal cannabis in australia and with more than a hundred thousand patients in the region it's definitely a market of interest however please be aware that you do need to have a prescription for cbd products in the region so the thc numbers are definitely not that high now all of this goes back to 2016 where tga approved the cultivation of medicinal cannabis in the region we do know to date that there's well over 45 medicinal cultivators as well as there are research permits in the region provided tj does not require all licence holders to be listed publicly so you can anticipate much more hidden from public scrutiny what we do know in the public space is that a lot of these cannabis cultivators are listed on the australian securities exchange which provides us with some good understanding of what is happening in the market along with data sources like fresh leaf analytics by rhys cohen that provides valuable insights into the region we saw as well that the tga approved through what's called special access provision at least 30 000 patients in the first three months of 2022 we also know that you can get access by an authorized subscriber scheme in the region so it's definitely a very fast enablement of access through prescriptions in addition i'd like to highlight the fact that if you're looking to participate within the australian market the one thing you need to pay close attention to is regulations are related to tgo 93 and 100. 93 is particularly important because it really outlines the details associated to what's required to get product into australia in addition we saw some updates throughout the year where they spoke about gmp approvals by vendors to be listed for the importation of cannabis into the region i ultimately have subsiste on today that's going to provide us some additional insights into the australian market as he's just recently returned and we had a chance to chat to him about visiting cultivators as well as dispensaries all pharmacies enjoy the episode hi sibs it's great to have you on today i know you recently just came back from australia where you were attending the conference and you had an opportunity to engage with you know cultivators in the region uh pharmacies in the region and maybe you can give us a bit of insight in terms of why you went out to australia and what were you looking to achieve in the other southern hemisphere country sure um always great to be on uh jeff so um australia is um i think one of the most important legal canvas markets uh in in the world today um you know australia is probably where or south africa probably is four or five years uh behind where australia is currently today so australia's got over a hundred thousand medical cannabis patients growing very very quickly on a month-to-month basis um and is actually one of the most um accommodative jurisdictions in terms of importation of cannabis and also one of the most well funded and most well established uh cannabis industries in the world so australia's importing cannabis exporting cannabis processing uh investing in research and in many ways uh is um a much more mature um cannabis uh uh economy versus south africa south africa and the studio so from our perspective uh we need a lot of people that we've been talking to and working with for some time but also expand um our um sort of network within that market and also get a much more granular understanding of the mechanics of how that that industry works uh to sort of have a good foundation for us to further expand our work within south africa and support uh south african um uh cannabis operators enter the australian market and also help uh sort of position some australian players who are interested in investing and participating in the african market um you know really kind of have an understanding of what the lay of the land is here awesome excellent and i just want to give some context there so in australia when we talk about a hundred thousand patients uh it is important to remember that uh cbd products do fall under the prescription or the special access provision so a lot of that can be cpd products not just don't think of it as an audience it's a hundred thousand thc scripts that are being filled um there's really two routes to market there there's the special access provision b and there's obviously the authorized prescriber scheme which is also being implemented and moving forward and and when you are you're right there services over 300 products that are kind of approved in the market there there's different levels of approval so i won't talk about like not necessarily like a traditional marketing authorization but there's a range of options and there's a lot of interplay between south africa and australia and it always has been and i want to ask you the next question in terms of like did you have an opportunity because i know you were there for conference did you also get a chance to see some of the local cultivators see their facilities what did you pick up in terms of are they doing things differently to how we do uh what was your view on that yeah so we're quite fortunate in that we actually interacted with quite a lot of local um cultivators and operators and and managed to actually visit a facility pretty close to to brisbane i think um there was a couple of things that really stood out and uh you know that really um um gave me a sense that we still have quite a long way to go look we have a long and um rich history in terms of the cultivation of cannabis in south africa and africa but to understand cannabis as a um medicine how to produce that how to um you know sort of ensure quality how to be innovative and how to stay ahead of the curve it's a completely different skill set that i had the sense that um let's say this one cultivator we visited in australia had there was a very strong focus on innovation um agile learning um in terms of the operation and the process uh as well as um scaling in order to meet domestic um demand um you know the the other key lesson i think from sort of the facility visit and sort of engaging with a lot of the local licensed producers was just how much collaboration was happening in that market versus uh you know south africa and lesotho um on on the visit we actually met another uh cultivator that we had been speaking to for for some time uh who who just happened to also be visiting the facility and engaging with what would quote unquote be one of his competitors and for for me that's uh something that was extremely you know in some ways inspiring to see because i think in the african cannabis industry we do tend to be very siloed and everyone tends to hold their cards very very close to their chest and so um in this sort of early stage of the industry where collaboration can help in the collective problem solving process of the industry i think we are a little bit handicapped in that um operators are not that trusting of each other and you know and understandably so in terms of human age etc but i think that's one of the um barriers that we're going to have to break in the african cannabis industry in order for the industry to advance at a much more sort of compelling pace and to solve collective challenges and issues uh that will actually allow the industry to get on its uh on its both on both of its feet awesome awesome yeah i agree with that i mean we want to see uh more collaborative effort i mean to problem solve by yourself is one thing to work with everyone's problem solve i mean if the market is really out there we've got to fulfill it um then you've got it you've got to work together to understand what are the problems like learn from someone else's permitting issue you know what was the delay where were the hiccups what testing labs the best to recheck your results you know is there other options and i want to ask as well because i mean there is this aspect of in terms of commercialization for access um you know with over a hundred thousand patients in the region the sas b uh sas b approvals is always like on record highs um what was your i know you also said to me i know we spoke about it briefly you mentioned you went to one of these uh this pharmacies that dispenses uh so it's not a traditional dispensary like in the us but it seemed like they were really busy in terms of like patients getting access yeah i think um that was you know definitely an eye-opening experience because um we were sort of quite you know fortunate to be able to actually spend extensive time with the team um managing the pharmacy uh kind of towards the close of business and but i think what was absolutely insane was just how many scripts they were processing and working through and you know having to wait for this very long line to finally you know get uh you know get serviced and you know before being able to to to meet the team but what was quite phenomenal was looking at the broad range of products um in in the market where those products were coming from um how you know sort of patients were discerning between um various brands and and reasons for making certain decisions um you know and also the um you know the important role that a a framework that all the stakeholders understand um plays in in sort of the growth of the industry so you know for example that particular pharmacy um had a backlog of hundreds if not thousands of of of scripts that they actually needed to uh to to fulfill um but then you know you had a situation where individuals uh that were patients um had confidence in in sort of the um framework under which these products were being approved um and um and individuals where you know sort of cannabis was never an option or even a thought uh were now you know leaning on cannabis to deal with you know a whole broad range of medical issues uh chronic pain um uh and uh you know inflammation induced medical conditions and so forth so in many ways um i kind of saw you know sort of what south africa can do if we sort of also had a very um you know sort of well-communicated framework um sort of a monograph to help with uh sort of ensuring a standard is met by local cultivators um and then also the um multiplier effect that comes with a really well set up and uh trusted uh framework by which patients can access medical uh cannabis it was really eye-opening and um and a lot of of of inspiration that i think we should take as a south african and in africa in terms of domestic frameworks and domestic access that will truly allow the industry to um you know to begin to to piece together from some of these engagements with different players in the supply chain and so forth is that um australia is one of the most active um uh you know sort of jurisdictions when it comes to the global cannabis industry so australian companies are exporting to europe they're making acquisitions and uh you know in denmark let's say um importing from different parts of the world but that um the fact that domestic industry and and the need to service that domestic industry really creates a um a lot of um you know sort of strong foundational uh touch points that allow that industry to actually grow and evolve and learn um quicker than than an industry that's only set up for exports as an example um and so the conversations that you know um cannabis the cannabis uh you know sort of uh stakeholders or operators are having are sort of three five ten years ahead of where we are right now you know talking about collective r d initiatives where the government can fund the r d because a lot of these uh startups and cannabis don't have the resources to invest in very expensive trials etc but in a partnership with government and the sector this ip can then be sort of developed by these private companies that can export the iep to other countries and other parts of the world so it kind of really puts a spotlight on the importance of um sort of let's say um taking really important uh really key steps in the developing a domestic industry which then adds fuel to the ability of that industry to um to really learn and develop and integrate globally and you know ultimately over a 5 10 15 year period that is the some of the core ingredients that will allow that that country to be a global leader when it comes to to the cannabis industry so i think it's some very very important lessons for us as a sort of south african associate in africa uh in terms of um shifting a gear up in the way that we're looking to develop our our industry now awesome i think you've covered the i was going to ask you about learn like points of improvement and i think you've kind of really comprehensively covered it i mean tga who's the regulator it's our version of sapra in australia always been very for i would say compared like very transparent i'm sure these people in australia still feel tga can always be more transparent as it is of all regulators and every jurisdiction but it's one way i think there's been clear guidelines tgo 193 you know the expectations from in terms of gmp certificates that was communicated earlier this year so i think that's been good i know also australia's got a very easy well let's just call it a they do they do clinical trials really well so in terms of like the implementation we do it as well in south africa pretty well but australia is also known for doing good clinical work uh for countries like europe and the usa so they've got that aspect right i mean it is a bit overburdening that the cbd products have to move through special access or or for us prescribers but in that sense they've made it all pretty clean medical in a traditional sense and that's forced them to really deal with approvals which is why it's impressive to see that they can get 100 000 patients on board it which makes them quite a big sector in terms of international access and we'll see just because they're not really distinguishing too much between a cbd and a thc product it's the same it's a medicinal product in their view i think we will see probably adult use uh policies coming down the line we saw the new zealand referendum some years back just fell by a small margin so i think australia we've got there's good learning lessons there and i think it's one way i also see good partnerships uh between south africa and australia for the southern hemisphere so i'm really excited to see how this develops and sips i know that we've got a lot we want to still talk about so i'm looking forward to discussing you know there's little there's a little green pharma there's epsilon there's a lot of interesting companies out there in australia that are breaking or making big news uh like you mentioned denmark having acquired a sites arts in the nordic region so it's really exciting to talk some more about this but sips i'm glad we had you on to quickly capture you know the highlights of your trip to australia and excited to see future collaborations that you'll be facilitating between south african australian cultivators and exporters definitely no very very excited about um future collaboration between uh the two jurisdictions um and yeah i think there's these you know these these these collaborations will come at quite a lot of different levels um and um i think some of our local players are well positioned to to to execute on on some of these and and also a lot of the australian players as well very excited about um the opportunity to collaborate more with south african and lesotho based cannabis companies awesome excellent
qbVjo3O0uLs,Medicinal cannabis proven to help cancer patients | 9 News Australia,2020-09-18T11:03:22Z,
9u8lO64M9UM,Australian medicinal cannabis shares take a hit as market reality sets in | ABC News,2020-03-03T23:30:19Z,in a secret location on the outskirts of Brisbane Australian company can attract is preparing to harvest its first crop four years after Australia legalized medicinal cannabis it's taken a lot longer than many backers expected the Australian government and the Office of Drug Control really underestimated the the size of the Australian cannabis industry and they've been severely under-resourced another Australian company can group has listed on the stock exchange but its results have been poor can groups share price has slumped about 50 percent in the past six months forcing it to slow down the building of its major growing facility in Northwest Victoria there's no doubt the bubble bursting analogy sir good one there was a lot of hype had got into that sector and promised the world as things settled down I think some realism has come in for many companies yet to be listed on the stock exchange it's a nervous time we saw the medicinal cannabis and frankly recreational cannabis markets get kind of confused by speculative and investors really everyone wanted to get on the on the pot boom others say this was the reality check the industry needed there was so much fast money coming into the sector that was actually really bad because expectations were that we could turn this around fast and anyone who knows how to make a medicine knows that it takes a long time but those committed to the cannabis industry hope milestones like a first harvest will help it's very important for the Australian industry but also for the global industry that they can get confidence in can't in the cannabis industry a promise many investors are counting on Jess Davis ABC News you
PFLocofJ5Q4,Medicinal cannabis access for health professionals,2022-01-18T03:19:02Z,[Music] as a prescriber you might be wondering if medicinal cannabis products are suitable for your patients most medicinal cannabis products are not approved medicines which means the therapeutic goods administration or tga has not assessed them for safety quality and efficacy you may need to start by doing some research and you should consider all relevant approved treatments before seeking access to an unapproved treatment if you determine that an unapproved medicinal cannabis product is clinically suitable for your patient there are pathways you can use the most convenient option for medical practitioners may be to apply to the tga to become an authorized prescriber this allows medical practitioners to access a medicinal cannabis product for patients with a particular condition without requiring a separate approval for each patient instead authorized prescribers must report the number of patients treated every six months reports can be submitted using the sas and authorized prescriber online system you may not need approval from a human research ethics committee or specialist college if the product you are prescribing is included in the tga's list of medicines with an established history of use for your patient's condition if the product you wish to prescribe is not included in the list of medicines with established history of use or if you wish to prescribe for a different condition you can still apply to become an authorized prescriber but you will need approval from a human research ethics committee or specialist college another option is to use the special access scheme or sas you can apply to the tga for access to a medicinal cannabis product for an individual patient you may also need approval from your state or territory government which can be done in the sas and authorized prescriber online system to learn more about medicinal cannabis and access pathways visit the tga website
PTNLi2k2oHI,New pathway to access medicinal cannabis in SA | ABC News,2020-03-15T06:57:21Z,kay has lived with multiple sclerosis for more than 15 years standing in one position is very painful it's fairly debilitating when you have it to ease her chronic pain the 74 year old sought cannabis oil from her doctor because the drug is unregistered it has to be approved by the Therapeutic Goods Administration a process which took six months so I was thinking oh this will never happen but so lots of sort of paperwork the TGA special access scheme is also expensive a 25 mil bottle of CBD oil can cost hundreds of dollars but there is another legal cheaper and faster way to access the drug without TGA testing and one of those ways is where the pharmacist is able to produce a product on a doctor's prescriptions for that particular patient last year federal regulations changed meaning medicinal cannabis is now treated like any other compounded medication it's part of a broader push to make cannabis more available to those who need it it's really good to see anything that will reduce red tape and make things easier despite that push South Australian GPS remain less likely than their interstate counterparts to be willing to help their patients find the drug last month the state's Health Department took the unusual step of writing to doctors to explain to them how to prescribe medicinal cannabis that some GP say there is still not enough research to prove its worth scientific evidence for benefit is extremely narrow for example even in pain it's actually only only very certain conditions epilepsy it's only in certain conditions Kay needs no convincing it certainly has lifted my mood so I think while I've still been in pain I think it's helped me to cope with the pain even if the taste leaves thing to be desired Natacha kaleo's ABC News Adelaide you
loGnfMlyKIM,Medicinal cannabis: The Special Access Scheme (SAS) and Authorised Prescriber (AP) pathways,2022-01-18T03:18:57Z,[Music] as a prescriber there may be times when you determine that an unapproved medicinal cannabis product is the most appropriate treatment for your patient the usual process is to apply to the therapeutic goods administration or tga for access to the unapproved product under either the special access scheme known as sas or the authorized prescriber scheme be aware that the tga has not assessed unapproved medicines for safety quality or efficacy this means the prescriber of an unapproved medicine has important responsibilities for example you must research the unapproved product and obtain informed consent from your patient you will accept all medical and legal responsibility for the treatment outcome you will also need to report adverse events to the tga and the medicine sponsor the sas and authorized prescriber online system makes it easy to apply completed applications submitted via the online system are reviewed within two working days under the sas and typically within seven working days under the authorized prescriber scheme sas and authorized prescriber applications for medicinal cannabis products are submitted by category of active ingredient there are five categories of active ingredient for you to consider based on your patient's condition and once approved you can issue prescriptions for any product that falls under that category a list of medicinal cannabis products and their corresponding categories is available on the tga website becoming an authorized prescriber allows medical practitioners to access a medicinal cannabis product for patients with a particular condition without requiring a separate approval for each patient instead authorized prescribers must provide reports to the tga every six months of the number of patients treated you don't need approval from a human research ethics committee if the condition has been included in the list of medicines with an established history of use in australia which is determined by the tga if the product you wish to prescribe is not included in the tga list of medicines with established history of use or if you wish to prescribe for a different condition you can still apply to become an authorized prescriber but you will need approval from a human research ethics committee or specialist college if you decide to apply for access to medicinal cannabis under the sas you'll need to know which category to use under sas category a you can notify the tga of using an unapproved product for patients who are seriously ill and likely to die under sas category b you can apply to the tga for access to an unapproved product for patients where approved products are unsuitable if both category a and category b are relevant to your patient category b is likely to provide faster access category a requires you to import a product for your patient via the office of drug control or odc under category b you can usually access stocks of domestic or imported products that the odc has already allowed into australia if you apply for access to an unapproved medicinal cannabis product under sas category b you must provide a clinical justification you will need to outline your patient's condition and their treatment history including whether you have considered relevant approved products the clinical benefit must be balanced against the potential risks some medicinal cannabis products may also need state or territory approval if you apply for sas category b approval through the online system you can apply to the tga and your state or territory health department at the same time be aware that sas category b approval is for a specific patient and prescriber this means that you will have to apply for access for each patient the sas and authorized prescriber online system streamlines new applications with a cloning feature that lets you copy and edit previous applications for example you can apply for access to an additional category for the same patient by copying your previous application and editing the category details the online system also allows users at the same hospital or pharmacy to share application documents this makes it easier to work together when arranging patient access to a product you can view the status of your application and download decision letters directly from the online system authorized prescribers can submit six monthly patient data reports easily using the online system to learn more about the sas pathway visit the tga website
Aj668XjTGgQ,Medical cannabis eligibility in Australia explained by Clare Barker,2020-10-05T02:00:17Z,so what would make you eligible to have medicinal cannabis prescribed for you first thing to know is currently in australia a medicinal cannabis is an unapproved medicine so it can't be a frontline treatment but to be eligible there is a misconception that you have to have tried absolutely everything that is out there and that cannabis is your last resort it's actually not just a last resort the truth is you must have tried multiple treatments and you and your doctor can actually work through them to say you've tried enough of those and they can actually therefore build a case for why you need to actually move on to medicinal cannabis you need to be able to state why your traditional medications haven't worked or why those medications just were not tolerable to you there certainly have been cases where people have been concerned about the pharmaceutical type medicines and they've actually so therefore they've tried herbals and meditations etc and they've had their applications approved as long as the doctor has been able to prove that you've tested significant other treatments and that they haven't worked you
