web-scraper-order,web-scraper-start-url,headline,headline-href,datetime,body
"1681220730-48","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","""It was an absolute nightmare,"" Helen said, recounting the addictive consequence of opiates, the physical and mental side effects - including suicidal thoughts."
"1681220730-49","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","""I not only had suicidal thoughts, I got right through to the planning phase."""
"1681220730-50","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017",""
"1681220730-51","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","She decided to stop taking the opiates. One drug in particular, which warns of suicide and likely addiction, required three attempts to free herself."
"1681220730-52","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","As an absolute last resort, Helen, who describes herself as a law-abiding citizen and a rigid enforcer of rules in her home, decided to experiment with cannabis oil."
"1681220730-53","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","""Instant relief,"" Helen said. ""The night I took my first dose I had the best night's sleep in three years."""
"1681220730-54","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","She is quick to point out that the medicinal cannabis oil is free from THC, the part of the plant that causes a ""high""."
"1681220730-55","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","Despite this, in the eyes of the law, Helen is still a criminal."
"1681220730-56","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","The buying process is ""cloak and dagger"". Conversations are had, never on the phone. Money and cannabis oil, of which she takes a couple of drops each night, is exchanged."
"1681220730-57","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","Without being able to go to the doctor to buy cannabis oil from an approved pharmaceutical company, which is what last year's government law change seemed to promise, Helen's health is at risk."
"1681220730-58","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","""I'm sourcing my product from a faceless person. No two batches I've had have been the same. I've had to adjust my dosage."
"1681220730-59","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","""I'm in a situation where I am self-medicating … and there's no assurance in the continuation of supply."""
"1681220730-60","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","Two of Australia's largest compassionate suppliers of medicinal cannabis have been raided by police in the last two months."
"1681220730-61","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","Campaigner Lucy Haslam, whose son Daniel died of cancer, fears the knock-on effect of those busts for people across the country."
"1681220730-62","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","Haslam told"
"1681220730-63","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","She accused Malcolm Turnbull's government of making big announcements but not delivering for those in need."
"1681220730-64","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","""Access to medicinal cannabis is actually harder than ever before,"" Ms Haslam claimed."
"1681220730-65","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","A Department of Health spokesperson would not comment on specific issues about access, or claims that sick Australians were using black market channels to secure medicinal cannabis."
"1681220730-66","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","Helen told"
"1681220730-67","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","""There are a lot of us out there, a lot of us facing the same battle that I'm facing. I don't want to be operating in the shadows and taking risk."""
"1681220730-68","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017","Medicinal cannabis campaigners plan to march in Canberra on February 7."
"1681220730-69","https://www.9news.com.au/medicinal-cannabis","Sick NSW mum must hide in the shadows to get 'cloak and dagger' medicinal cannabis","https://www.9news.com.au/national/medicinal-cannabis-sick-nsw-mum-must-hide-in-the-shadows-to-get-cloak-and-dagger-oil/1cc24837-5bd8-48fe-9b75-321afa6fb126","10:13am Jan 31, 2017",""
"1681220734-70","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Australian GPs are sending sick and dying patients to black market suppliers of medicinal cannabis because prescribing it legally falls into the too hard basket,"
"1681220734-71","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","There are hundreds of ""compassionate suppliers"" dotted around Australia - most covert, but some openly – giving cannabis oil away for free, Craig Goodwin told"
"1681220734-72","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Goodwin, aged 52, a father-of-four and a deacon at his local church on the central NSW coast, has been arrested three times and spent 10 months in a maximum security prison for supplying cannabis oil to people dying of cancer, including young children with brain tumours."
"1681220734-73","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","He claimed that GPs are telling Australians of all ages, suffering from cancer, multiple sclerosis, epilepsy, Parkinson's disease, tremors and chronic pain, to seek out suppliers like him."
"1681220734-74","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Goodwin also believed federal and state governments could soon be facing a critical showdown, where compassionate suppliers form co-op cannabis farms and start growing marijuana plants in plain sight, regardless of breaking Australian law."
"1681220734-75","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","""The GPs are all in fear of the AMA [Australian Medical Association],"" Goodwin told"
"1681220734-76","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","""This is all still a big no go area for general practitioners at the moment. I think it's just easier for them legally, and as far as their job is concerned, to just sort of say if you can get someone in the [medicinal cannabis] community to help then go for it."""
"1681220734-77","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Like other medicinal cannabis patients and campaigners spoken to by"
"1681220734-78","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Jenny Hallam, one of the highest profile compassionate suppliers in the country, was raided by South Australian police in January."
"1681220734-79","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Hallam, a 44-year-old from Adelaide, supplies about 200 patients, some who are dying."
"1681220734-80","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","She is gravely concerned for their health and well-being after her operation was shut down just weeks after a similar police raid on a large compassionate supplier based in Newcastle."
"1681220734-81","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","She also told"
"1681220734-82","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","One doctor in Queensland even regularly ordered cannabis oil from her to treat his own illness, Hallam said."
"1681220734-83","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","""Often once [GPs] realise there is nothing else they can do for their patients - pharmaceutical or other treatments - then they will often suggest they try medicinal cannabis."""
"1681220734-84","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Hallam was suspicious of the Turnbull government's ""dodgy promises"" around the legalisation of medicinal cannabis."
"1681220734-85","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","If the government was serious about making medicinal cannabis available to Australians, then GPs and pharmacists would have been educated about cannabis oil and the prescription process, Hallam said. She claimed that GPs and pharmacists were currently in the dark."
"1681220734-86","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017",""
"1681220734-87","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017",""
"1681220734-88","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","""The doctors really don't know much about this at all,"" Goodwin added. ""They're being informed by their patients."""
"1681220734-89","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","NSW father Goodwin is currently on a two-year good behaviour bond from the courts and will be thrown in jail for several years if he is caught growing cannabis again in 2017."
"1681220734-90","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","For now, he is directing people who contact him to his network of fellow compassionate suppliers."
"1681220734-91","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","The demand, he said, is growing."
"1681220734-92","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","""We deal with the human face of all these people,"" he said."
"1681220734-93","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","""When you've got parents standing in front of you begging you to help them save their dying child … and then when your medicine is stolen and that child ends up dying, it affects you."""
"1681220734-94","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017",""
"1681220734-95","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Goodwin was arrested in February 2013, November 2013 and February 2015."
"1681220734-96","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","After his second arrest, he was sent to Kempsey Prison in NSW – ""a scary time"" for him and an incredibly difficult period for his wife and four children."
"1681220734-97","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","""It was the first time I'd ever been in jail. It was a big shock but it just made me even more determined. I feel what I am doing is morally right."""
"1681220734-98","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","""I feel this is my Christian duty to do what I do because I know that this stuff works."""
"1681220734-99","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Goodwin became a compassionate supplier after he claimed to have cured his own terminal cancer with medicinal cannabis."
"1681220734-100","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","After being diagnosed with terminal liver cancer in 2012, he returned home with his wife and Googled ""cures for cancer""."
"1681220734-101","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Peer-reviewed studies have documented that cannabis shows evidence of anti-cancer properties."
"1681220734-102","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Cancer Research Australia told"
"1681220734-103","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","However, British counterparts, Cancer Research UK have"
"1681220734-104","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Goodwin described ""saturating"" his body with cannabis. He took cannabis oil morning, noon and night, and also began juicing raw cannabis plant smoothies every day."
"1681220734-105","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","In 2013, Goodwin said scans revealed his liver was free of cancer, and he has been in remission since."
"1681220734-106","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","When he was sent to prison for 10 months, Goodwin was in the midst of supplying medicinal cannabis to three terminal cancer patients, including two children with brain tumours."
"1681220734-107","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","Tragically, those two children are now dead, while the other man is alive and in remission, Goodwin claimed."
"1681220734-108","https://www.9news.com.au/medicinal-cannabis","GPs send dying Australians underground in their search for medicinal cannabis","https://www.9news.com.au/health/gps-send-dying-australians-underground-in-their-search-for-medicinal-cannabis/6e8fd0ab-c88a-4346-99e6-3a5cbb1118e6","12:06pm Feb 14, 2017","When his two-year bond with the courts expires, Goodwin said he will start supplying medicinal cannabis again, and risk further imprisonment, if the government has not been able to deliver better access for those in need."
