url,headline,date,body,headline_word_count,body_word_count
https://www.skynews.com.au/australia-news/politics/legalising-marijuana-could-generate-28-billion-as-new-parliamentary-budget-office-report-invigorates-greens-party-campaign/news-story/40b55393f8d2b7ee66411b1a0cd6d0b6,Legalising marijuana could generate $28 billion as new Parliamentary Budget Office report invigorates Greens Party campaign,,"Allowing Australians to grow six marijuana plants in their homes could yield $28 billion, according to a parliamentary body report.
  A government report has found legalising cannabis could inject billions of dollars into the Australian economy. A cost breakdown revealed legalising cannabis for adults would generate $28 billion, according to a Parliamentary Budget Office (PBO) report commissioned by the Australian Greens Party. Greens senator David Shoebridge said the money generated was enough to build 280,000 homes or raise Jobseeker by $80 a fortnight. Under the Party's ""green gold"" model, legalising cannabis would allow adults to grow up to six plants at home tax-free. As a result billions of dollars would be saved from police and criminal justice expenditure and redirected to schools, housing, hospitals and social support. Stream more on politics with Flash. 25+ news channels in 1 place. New to Flash? Try 1 month free. Offer ends 31 October, 2023  > “This is an opportunity for some serious investment in social justice,” Mr Shoebridge said in a statement on Monday. “The costing (also) assumes 10 per cent of the cannabis sold under the scheme would be sold to tourists, with the potential this could grow. This green gold could become the life blood of many regional areas currently struggling for viable local industries.” The regulation of the drug would fall under the oversight of the Cannabis Australia National Agency which would be established to manage the production and sale of recreational marijuana. It would act as the wholesaler between producer and retail outlets and set the price according to the drug's street value. While adults would be permitted to consume cannabis, it would be illegal to sell or distribute the drug to minors. The constitutional legal advice that dropped on Monday added fuel to the Greens' campaign for the first federal plan to legalise marijuana. The PBO policy costing report revealed roughly 12 per cent of adult Australians consumed recreational cannabis on a regular basis – a figure that would rise to almost 14 per cent in the first year of its legalisation. Mr Shoebridge said it was now time for the Parliament to catch up with community demand to legalise cannabis – a move that made “enormous social and economic sense”. To join the conversation, please
 log in. Don't have an account?
 Register Join the conversation, you are commenting as  Logout Our Apps",16,395
https://www.skynews.com.au/australia-news/nsw-health-issues-urgent-alert-over-potent-hallucinogen-found-in-mdma/news-story/830ada8cdcea22d5ad084419ae03b1ab,NSW Health issues urgent alert over 'potent hallucinogen' found in MDMA,,"Several people have been hospitalised in Sydney after taking a substance containing a potent hallucinogen which was misrepresented as MDMA powder.  NSW Health has issued an urgent alert overnight warning people of a potent hallucinogen found in a substance misrepresented as MDMA powder.  The alert highlighted ""potential dangers"" associated with synthetic hallucinogenic recreational drug, 25C-NBOMe. Several people have been hospitalised in Sydney in the past week after taking the substance.  NSW Health reported the synthetic drug had prompted rapid and severe adverse effects in people who had taken it. NSW Poisons Information Centre Medical Director Dr Darren Roberts warned NBOMes have greater toxicity than other hallucinogenic drugs and can cause a more extreme reaction. NSW Health is warning of the potential dangers of synthetic hallucinogenic recreational drug 25C-NBOMe after several people were transported to hospital in Sydney last week. Read the full media release: https://t.co/1uWmw9MDyH pic.twitter.com/1DP0IVE5rI NBOMes – also known as New Psychoactive Substances – are designed to mimic or produce similar effects to illicit drugs such as mescaline and alter a person’s perception of the world, according to the Alcohol and Drug Foundation. Dr Roberts said using NBOMes with other stimulants “increases the risk of harm”. “The hallucinations and stimulant effects of 25C-NBOMe can make people lose a sense of reality, making them prone to violence, accidents and injury,” he said. “These drugs are so potent so even a small amount is associated with the risk of overdose and there have been multiple reports of deaths from overdose and accidents in Australia over the past decade.” The powder flagged by NSW Health also contained a stimulant drug which produces effects similar to MDMA, called 4-fluroamphetamine. The overnight alert comes just a week after health authorities warned of the dangers of opioids present in cocaine, which NSW Health claimed was in circulation around Sydney.  Two people in the past two months have died from the fatal combination of cocaine laced with heroine, while another 11 were admitted to hospital.  Dr Roberts warned an opioid overdose could quickly occur after “snorting a single line” of the laced cocaine. “We’ve seen an increase in intensive care admissions and deaths associated with people using what they thought was cocaine, but in fact also contained opioids including heroin,” he said.  “One of the dangers of illicit drug supply is the concentration and type of substance you are getting is unknown and can be inconsistent.""  @NSWHealth is reporting increases in severe overdoses from cocaine found to contain opioids (including heroin) currently in circulation around Sydney.More information available here: https://t.co/67llRLggSK@eci_nswaci https://t.co/eoNukgQQ8V If you or your friends have taken MDMA or a hallucinogenic drug and are experiencing unexpected symptoms, call Triple Zero (‘000’) immediately or seek urgent medical attention. Anyone who has concerns about adverse effects from drugs should contact the NSW Poisons Information Centre on 13 11 26, at any time 24/7. Our Apps",11,478
https://www.skynews.com.au/australia-news/medicinal-cannabis-oil-listed-on-pbs-for-dravet-syndrome/video/961f8e4f1b38077c8ea4f1378d9ce42b,,,"Health Minister Greg Hunt has announced a new medicinal cannabis oil will be made available from May 1 on the PBS for Dravet syndrome – a severe form of epilepsy which mainly impacts children. “One of the things we’ve been most privileged to be involved with as the government is the PBS,” Mr Hunt said. “It’s the first occasion on which a medicinal cannabis product has been made available on the PBS. “This can help literally save lives and protect lives, it’s a small number of kids – about 116 a year who are affected and will have the appropriate condition to receive this medicine. “(The medicine) will help give these children a shot at normality, help give them a shot at a longer life and a better life.” Read More Our Apps",0,133
https://www.skynews.com.au/opinion/andrew-bolt/medical-cannabis-driving-laws-are-a-big-problem-bladerstone/video/804daf3d89abf1243ef32d7035fcade3,,,"Legalise Cannabis Australia Party President Michael Balderstone says it is a “big problem” people using legal medical cannabis are not allowed to drive. Mr Balderstone said there are “a lot of people” using medical cannabis and there is a “big pharmaceutical lobby” trying to make sure using the drug is not legal for pain relief.  “There’s a lot of anger about the driving laws where even if people have got legal medical cannabis through a doctor you’re still not allowed to drive, that’s a big problem,” Mr Balderstone told Sky News host Andrew Bolt.  Read More Our Apps",0,98
https://www.skynews.com.au/opinion/hanson-endorses-possible-sa-plebiscite-for-recreational-cannabis-use/video/6926d8a3b0f6e3150a12c5380ceda76f,,,"One Nation supports the use of medicinal cannabis and wants to expand the opportunity for Australians in need to access it, according to the party’s leader Pauline Hanson.  Australia legalised access to medicinal cannabis in 2016, although it continues to be heavily regulated.  Ms Hanson said her party is in favour of producing more of the drug in Australia.  She said the South Australian One Nation branch is even in favour of holding a state plebiscite which would ask whether the public was in favour of legalising cannabis for recreational use.  “I’m trying to listen to the people, to put it to a plebiscite and let them decide,” Senator Hanson said.  “I’ve tried marijuana; it was when I was about 40 that I actually tried it.  “I actually had trouble serving at my fish and chips shop; I think I ate more of the profits than I made that night.”  Read More Our Apps",0,154
https://www.skynews.com.au/australia-news/its-time-for-australia-to-legalise-medical-canabis/video/9a607022967d9f394d7e69759596d313,,,"Social commentator Prue MacSween says it’s time for “Australia to legalise medical cannabis”, adding there might even be an argument for personal recreational use of the drug, providing it’s regulated by a federal agency.  “We know that conventional medicines don’t always work as effectively as medicinal cannabis for many people suffering from pain and all sorts of illnesses,” Ms MacSween said.  “Time and again we see its remarkable effects, improving quality of life and in some cases, eliminating side effects of an illness.  “The Government is all about gearing up manufacturing in this country.  “Medical cannabis production seems to be a no-brainer.” Ms MacSween said “desperate people” in Australia were being forced to illegally buy and administer the drug to alleviate suffering.  “I know many people are concerned that cannabis is a “gateway” drug, but if it provides a pathway to a better quality of life for those who are suffering, I am ready for that gate to be opened,” she said.  Read More Our Apps",0,166
https://www.skynews.com.au/australia-news/politics/former-adelaide-36ers-basketball-player-ken-cole-is-pushing-to-make-medical-cannabis-easily-accessible-to-terminally-ill-south-australians/video/ea4029effba54090332209827a8613d5,,,"Former Adelaide 36ers basketball player Ken Cole is pushing to make medical cannabis easily accessible to terminally ill South Australians. Mr Cole says using cannabis daily has kept him alive after he was diagnosed with an incurable version of bone cancer, and he plans to meet ministers, prior to the election, to give them a blueprint how how the drug can be effective. Read More Our Apps",0,67
https://www.skynews.com.au/australia-news/coronavirus/northern-territory-covid19-cases-darwin-katherine-regions-to-go-into-snap-lockdown/news-story/79ebcd04869367d45eff3fb9dc63598e,"Northern Territory COVID-19 cases: Darwin, Katherine regions to go into snap lockdown",,"Greater Darwin and Katherine will enter a three-day snap lockdown from midday on Monday after one positive COVID-19 case was detected overnight. Health authorities announced a number of exposure venues. Chief Minister Michael Gunner was forced to make the ""difficult decision"" to put Darwin and Katherine into a three-day snap lockdown after once case of COVID-19 was reported. He announced a man in his 30s, who was a recent international arrival and had completed 14 days of quarantine, tested positive to the virus overnight. Stay-at-home health orders will be in place from midday on Monday for Darwin, Palmerston, rural Darwin and Katherine regions. Mr Gunner urged people who attended close and casual contact venues to call the hotline on 1800 490 484 where testing will be arranged. ""Do not take yourself to a testing facility,"" he urged residents in the press conference. ""Just call us and we will work with you about getting you tested. We will arrange that. Once we have arranged your test, you will be required to undertake 14 days of quarantine, regardless of the test result."" He stressed only residents who visited the exposure venues should ring the hotline to organise testing. ""Finally, if these exposure sites and specific times do not apply to you, please, please, please, do not go and get tested for no reason,"" Mr Gunner said. ""Being worried is not a reason to get a test. If you line up for a test without actually needing one, it just takes us longer to do our job which could make the lockdown longer."" He visited numerous venues across Darwin CBD in the following days for a ""limited period of time"". CLOSE CONTACT VENUES There are five venues that have been deemed as close contact venues. August 13 August 14 August 15 CASUAL CONTACT VENUES There are four casual contact venues. August 13 August 15 The infected man is believed to have worn a mask throughout his transit period. The man arrived in the Top End just before midnight on Thursday August 12 on Qantas Flight QF1429 and travelled via a taxi to the Hilton Hotel on Mitchell St. Passengers who were on the flight will be contacted by health authorities. In the morning of Friday August 13, the man travelled back to the airport via an Uber to collect a hire care. Mr Gunner has directed schools to close and urged parents to start picking their kids up as soon as possible. However, schools and child cares will remain open for children of essential workers with a ""skeleton staff"". ""If the lockdown has to go for longer, we can make decisions then about how we keep our kids learning, but for now, it is three days off for our kids,"" he said. It will be the second lockdown in three months for the Top End after Darwin and Alice Springs were plunged into a lockdown in June after workers at a mine tested positive to the infection. Our Apps",12,496
https://www.skynews.com.au/australia-news/cannabis-trial-gives-new-hope-to-tourette-syndrome-sufferers/video/4125e17831527935843d5ea51001423d,,,"EXCLUSIVE: A pioneering medicinal cannabis trial is being launched in Australia with the hope it could ease the symptoms of people living with Tourette syndrome, characterised by involuntary movements and vocalisations. Leading the five-month trial is Wesley Medical Research neuropsychiatrist Philip Mosley, who anticipates the participants will experience no high, paranoia or anxiety.  Read More Our Apps",0,57
https://www.skynews.com.au/australia-news/politics/sick-australians-could-soon-pick-up-their-doses-of-medical-cannabis-after-the-federal-government-revealed-its-plan-to-centralise-the-approval-process-from-statebased-approvals/video/e9a95606cf02501d630d9503f89b44e8,,,"Sick Australians could soon receive their doses of medical cannabis faster after the federal government revealed its plan to centralise the decision process from state-based approvals. Under the proposal, patients would need to fill out a simple online form to request access to the treatment — which could be approved within 48 hours. Read More Our Apps",0,57
https://www.skynews.com.au/world-news/florida-alligator-bites-man-on-his-front-porch-after-he-opens-door-police/news-story/10e9e29b62c6f881964b98cdd784ea30,Florida alligator bites man on his front porch after he opens door: police,,"Police said the man had heard a noise coming from behind his front door and thought it might be someone looking for his son.  A Florida man opened the front door to his home Saturday evening and was attacked by an alligator that had been waiting for him outside.   The man opened the front door of his home in the 1100 block of Champions Drive, Daytona Beach shortly after 9.30pm local time Saturday. Police said the man had heard a noise and thought it might be someone looking for his son.  The alligator lunged at the man and bit him on his upper thigh. He sustained non-life-threatening injuries and was transported by medical personnel. Officers located the alligator near the front entrance to the residence. Florida Fish and Wildlife Conservation Commission (FWC) responded to the scene and called a trapper who euthanized the alligator. Fox News Digital has reached out to the agency for additional comment. The attack comes after an 85-year-old Florida woman was killed last month when an alligator attacked her as she was walking her dog. Local media reported that the woman was walking the pet by a pond at a retirement community in St. Lucie when a 10-foot alligator jumped out and grabbed her. Fox News’ Louis Casiano contributed to this report. Originally published as Florida alligator bites man on his front porch after he opens door: police To join the conversation, please
 log in. Don't have an account?
 Register Join the conversation, you are commenting as  Logout Our Apps",13,254
https://www.skynews.com.au/australia-news/cannabis-should-be-decriminalised-not-legalised-pauline-hanson/video/231f87fd1887764956721de6c4cdd183,,,"One Nation Leader Pauline Hanson says while she “believe(s) in medicinal cannabis” and the decriminalisation of marijuana, she did not believe it should be legalised for recreational use. “I think the impact it can have on a person’s health and their state; it can affect their driving, their working,” she said. “I’ve heard different things people say; it can’t affect men with their sperm count. It affects the mental stability of people and I just don’t think we need to have marijuana legalised. “If the government was really concerned about people’s health, they would ban cigarettes.” Read More Our Apps",0,100
https://www.skynews.com.au/australia-news/politics/hemp-party-says-high-to-voters-in-grassroots-edenmonaro-campaign/video/af6ca56e501d463faa396ac9a645aa9c,,,"As residents in Eden-Monaro decide who to give their vote to during this by-election battle, the Hemp Party’s grassroots campaign to legalise medicinal cannabis was roaring along outside polling stations. The Hemp Party circled polling booths with megaphones attached to vehicles calling for voters to register a protest vote to review existing laws around marijuana use in Australia. They argued overseas growers were profiting while Australians were forced to purchase it, namely for medicinal use, for exorbitant prices and were being forced onto the black market. Image: News Corp Australia  Read More Our Apps",0,94
https://www.skynews.com.au/australia-news/crime/guns-and-drugs-worth-millions-seized-as-45-people-are-arrested-by-nsw-police-amid-major-crackdown-on-illegal-activity/news-story/1e02d4a5e36d6ea9c12f66a2814cafba,Guns and drugs worth millions seized as 45 people are arrested by NSW Police amid major crackdown on illegal activity,,"NSW Police have continued a major blitz on organised crime arresting 45 people and seizing several guns and illegal drugs with a street value of more than $4 million. See the pictures here. New South Wales Police have continued a major crackdown on illegal activity in an attempt to stop drug syndicates across the state. In the past 48-hours officers have arrested 45 people, seized eight firearms, a hydraulic press and more than 20kg of MDMA and other prohibited drugs in a statewide raid under Operation Hawk. The blitz comes after a large scale operation conducted by Taskforce Erebus on Tuesday saw the arrest of 18 men in south-west Sydney for various drug, firearm, proceeds of crime and participation in crime offences. Operation Hawk Commander Detective Superintendent Jason Weinstein said the latest operation followed a successful one earlier this year but with a greater focus on Sydney’s regions. “This week we’ve succeeded in demobilising a significant drug supply syndicate operating from Sydney’s south-west, but also know the tentacles of illicit activity stretch far beyond our cities,” Det Supt Weinstein said. Stream more Australian news with Flash. 25+ news channels in 1 place. New to Flash? Try 1 month free. Offer ends 31 October, 2022. “NSW attracts around 40 per cent of Australia’s national organised crime population – many of whom attempt to evade the attention of police by operating outside of the Sydney metropolitan area.” The sale of illegal drugs in NSW is worth at least $3.7 billion per year at a street level and is believed to be the root cause of the sudden rise in violent murders sweeping Sydney. “These arrests send a clear message to anyone involved in organised crime: that we are aware of your illicit activities and will hold you accountable irrespective of your location,” Det Supt Weinstein said. During the raids on Tuesday Raptor Squad officers searched a home at Fairfield West and found a large hydraulic press, electronic devices and more than 11kg of MDMA. Two men aged 22 and two men aged 21 were arrested and taken to Liverpool Police Station. Police later searched another home in Fairfield West where they found a further 12kg of MDMA, 2.5kg of cocaine and around 40 grams of a crystal substance suspected to be methylamphetamine. The estimated street value of the seized drugs is believed to be more than $4 million. The four men arrested were refused bail and will appear at Fairfield Local Court on July 18. Officers attached to the Hunter Valley Proactive Crime Team searched a home at Weston near Cessnock where a 49-year-old man, who is a member of the Life and Death Outlaw Motorcycle Group, was taken to hospital following a medical episode. Police then located a “significant quantity” of cannabis and established a crime scene before executing a search warrant. They found two rifles and a .22 calibre pistol, 350 rounds of ammunition, five gel blasters, an electronic stun device, almost 150 grams of methylamphetamine, 2kg of cannabis and $8,300 cash, among other items. Once the man was discharged from hospital he was taken to Cessnock Police Station where he was charged with 33 offences and refused bail to appear at Cessnock Local Court on June 15. Earlier in the week police located a stolen blue Ford Focus in Summer Hill. The next day a 33-year-old man, who was in custody at Campsie Police Station for unrelated matters, was allegedly found to be in possession of the key to the stolen Ford. When police searched the car two revolvers were found inside a heat-sealed bag and the man was charged with five offences in relation to the stolen gun. He was refused bail and will appear at Burwood Local Court on July 20. Police arrested a 28-year-old man in Wagga Wagga on Wednesday and during a search at the property where he was living officers seized prohibited drugs, prescribed restricted substances, fireworks and an incorrectly stored shotgun and ammunition. The 28-year-old charged with four offences and is due to appear before Wagga Wagga Local Court on August 3. On Wednesday police also searched a home in Darlington Point and found 1.2kg of cannabis, more than $30,000 cash, ammunition, mobile phones, prohibited weapons and a safe. Police said inquiries are continuing with charges expected to be laid. The escalation in police busts comes after the establishment of Strike Force Hawk in October last year which was made to target and disrupt organised crime networks operating in Sydney. The strike force has been incredibly successful leading to the seizure of more than 80 firearms and 3,300 rounds of ammunition, $2.8 million in cash, and prohibited drugs with a combined estimated potential street value in excess of $9 million. To join the conversation, please
 log in. Don't have an account?
 Register Join the conversation, you are commenting as  Logout Our Apps",20,809
https://www.skynews.com.au/australia-news/health-experts-warn-australians-to-brace-for-new-wave-of-covid19-reinfections-as-omicron-subvariant-cases-rise/news-story/d60c2021d0f336d1c4f23a05d64ff51e,Health experts warn Australians to brace for new wave of COVID-19 reinfections as Omicron subvariant cases rise,,"Health experts are warning COVID-19 reinfections are on the rise ahead of Winter due to reduced booster uptake and the emergence of more transmissible Omicron subvariants BA.4 and BA.5. A rise in Omicron subvariant cases and waning vaccine immunity has prompted fresh concerns over a new wave of COVID-19 infections. Chief Medical Officer Paul Kelly on Friday warned COVID reinfection rates were expected to increase in a matter of weeks as subvariants BA.4 and BA.5 gain traction on Australia’s east coast.   “We are seeing reinfection, we know that Omicron, having had a previous dose of one of the other variants of Covid-19, did escape that immune protection from both a previous dose and from only two doses of vaccine,” he told Sky News Australia’s Peter Stefanovic. “Sub-variants of Omicron BA.4 and BA.5 that’s now become the dominant strain in the UK for example, and it is growing particularly on the east coast of Australia. Stream more Australian news with Flash. 25+ news channels in 1 place. New to Flash? Try 1 month free. Offer ends 31 October, 2022. “We know that is more transmissible and it does have a tendency to escape the immune system so we will see reinfections over the coming weeks and months unfortunately.” Prof Kelly said that while the subvariants were more transmissible, there was not an increase in the severity of COVID-19 infections.   “What we’re not seeing is a large increase in severe disease that’s really due to vaccine protection which can be boosted with a third and fourth dose,” he said. He added COVID-19 treatments and the availability of anti-virals also aided in reducing the number of serious cases. Chair of epidemiology at Deakin University, Prof Catherine Bennett, said cases were likely to surge as vaccine immunity wanes and urged the importance of booster shots. “If you’re now at the start of winter, as we are here in Australia, and you haven’t had a booster but you have it now, you halve your risk of having an infection over the next while,” she told Sky News. “You don’t want to go through winter having a COVID infection every couple of months. If you put some of those precautions in place you reduce your risk. “If you have your booster now then that can drop the rate further.” Sub-variants BA.4 or BA.5 are expected to surpass BA.2 as the dominant COVID strain in Australia. The strains were first detected in Australia in April, with infections also gaining ground in the US, UK and Europe in recent weeks. The latest respiratory surveillance report released by NSW Health on Thursday showed BA.4 or BA.5 cases accounted for 31 per cent of the state’s COVID infections, up from 23 per cent at the end of the previous week. To join the conversation, please
 log in. Don't have an account?
 Register Join the conversation, you are commenting as  Logout Our Apps",17,482
https://www.skynews.com.au/australia-news/politics/decriminalising-cannabis-requires-analysis-from-both-a-medical-and-law-perspective/video/428ff726a3c44a6e3b7b0dcec5eb9930,,,"Centre Alliance Senator Rex Patrick says decriminalising cannabis “requires considerable thought and an analysis from both a medical and a law and enforcement perspective”. In an Australian first, the Australian Capital Territory parliament has passed a bill to legalise the personal use and cultivation of cannabis. ACT Labor said the purpose of the bill was to treat drug addiction like a health issue, not a criminal one. “Whilst I support the use of medicinal use of cannabis, drugs in general cause harm but I’m always open to look at these things,” he said on Thursday. “If legislation was put up I’m sure it would be put to a senate inquiry where we would get experts before senators to be able to make a proper judgement.” Image: News Corp Australia  Read More Our Apps",0,133
